alloc_id,heat_id,edge,scheme,f_from,f_to,d_median_cagr,d_p95_dd,d_p99_dd,d_P_dd_ge_10,d_P_dd_ge_20,d_median_dur
A0_50_50,H1-1.50-REJ,0.5,episode,2.0,3.0,0.0125119052338033,0.14621596122691677,0.15377298862580535,0.0046000000000000485,0.2785000000000001,12.0
A0_50_50,H1-1.50-REJ,0.5,iid,0.25,0.5,0.00727326356932867,0.05539883011267326,0.0669397151494658,0.086,0.0005,4.5
A0_50_50,H1-1.50-REJ,0.5,iid,0.5,0.75,0.006955685193522632,0.053008434866832196,0.06316804760097341,0.26449999999999996,0.011,3.5
A0_50_50,H1-1.50-REJ,0.5,iid,0.75,1.0,0.006641476480849118,0.05039773713369952,0.059450615219533015,0.28350000000000003,0.059,3.0
A0_50_50,H1-1.50-REJ,0.5,iid,1.0,1.5,0.012202363111201375,0.09331417167351189,0.108200888018668,0.28900000000000003,0.2445,6.5
A0_50_50,H1-1.50-REJ,0.5,iid,1.5,2.0,0.010740264147758527,0.0850807745556652,0.09386491511312933,0.06999999999999995,0.284,4.5
A0_50_50,H1-1.50-REJ,0.5,iid,2.0,3.0,0.01701874629039879,0.1425073148423971,0.15119509622751104,0.006000000000000005,0.30900000000000005,12.5
A0_50_50,H1-1.50-REJ,0.25,block,0.25,0.5,-0.05298419022398704,0.15790436372739827,0.16802749078631718,0.014900000000000024,0.9410000000000001,0.0
A0_50_50,H1-1.50-REJ,0.25,block,0.5,0.75,-0.05023982879227451,0.12734313268690833,0.1325921445598317,0.0,0.02510000000000001,0.0
A0_50_50,H1-1.50-REJ,0.25,block,0.75,1.0,-0.047615530150285634,0.10260802791634238,0.10453763104315084,0.0,0.00039999999999995595,0.0
A0_50_50,H1-1.50-REJ,0.25,block,1.0,1.5,-0.08787066887161044,0.1490651380001048,0.1471952231267235,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,block,1.5,2.0,-0.07881234078917349,0.09632501456945364,0.09107934860592515,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,block,2.0,3.0,-0.1337896821796109,0.10176127592165529,0.09047552043867046,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,episode,0.25,0.5,-0.05318108403025168,0.15667749223655805,0.16658590815327104,0.012800000000000034,0.9498,0.0
A0_50_50,H1-1.50-REJ,0.25,episode,0.5,0.75,-0.05039921349224635,0.12666820687183705,0.1318687603728807,0.0,0.022299999999999986,0.0
A0_50_50,H1-1.50-REJ,0.25,episode,0.75,1.0,-0.04777936242268449,0.10236752076325961,0.10429735006282215,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,episode,1.0,1.5,-0.0881160787014243,0.149250708451793,0.1474943170691685,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,episode,1.5,2.0,-0.0790032216869942,0.09696122321497869,0.09179672703395059,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,episode,2.0,3.0,-0.13398844681459898,0.10311891652223559,0.0921305843107526,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,iid,0.25,0.5,-0.05261899410234622,0.15478864069622997,0.1629600910148517,0.009499999999999953,0.964,0.0
A0_50_50,H1-1.50-REJ,0.25,iid,0.5,0.75,-0.04992050551826821,0.1256333470588622,0.13004626012229753,0.0,0.017000000000000015,0.0
A0_50_50,H1-1.50-REJ,0.25,iid,0.75,1.0,-0.047349933057173055,0.10188401315603307,0.10368766292036224,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,iid,1.0,1.5,-0.087425596368844,0.14943133967848587,0.1483355815927324,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,iid,1.5,2.0,-0.07842918262062826,0.09779101129537393,0.09380006734671686,0.0,0.0,0.0
A0_50_50,H1-1.50-REJ,0.25,iid,2.0,3.0,-0.13340005714538972,0.10520603392705719,0.09619848284995236,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,block,0.25,0.5,0.16503860557695937,0.019612273539200607,0.023599233313537357,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,block,0.5,0.75,0.18765657286755866,0.019307348546776237,0.023167046079859123,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,block,0.75,1.0,0.2130982853401906,0.01904667910073783,0.022729803569383936,0.0045,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,block,1.0,1.5,0.5160662033114479,0.03727746474344473,0.04412469308901612,0.1251,0.0,1.0
A0_50_50,H1-2.00-REJ,1.0,block,1.5,2.0,0.6627443850659394,0.0361156634752189,0.0427189707203974,0.37800000000000006,0.0025,0.0
A0_50_50,H1-2.00-REJ,1.0,block,2.0,3.0,1.9312927439827166,0.06887068356607431,0.08145152590892774,0.4846999999999999,0.1006,1.0
A0_50_50,H1-2.00-REJ,1.0,episode,0.25,0.5,0.16462659950694636,0.020917720571064398,0.025572747508387672,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,episode,0.5,0.75,0.18711169051547494,0.020549277528633052,0.02503756629696715,0.0007,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,episode,0.75,1.0,0.21247988689597763,0.020239162704559346,0.024524778220715346,0.011000000000000001,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,episode,1.0,1.5,0.5144868879924666,0.03942256302120013,0.047538723584903686,0.17370000000000002,0.0004,0.0
A0_50_50,H1-2.00-REJ,1.0,episode,1.5,2.0,0.6600637836242171,0.03831790443362322,0.04565395550012838,0.41879999999999995,0.008,1.0
A0_50_50,H1-2.00-REJ,1.0,episode,2.0,3.0,1.9212003943818334,0.0728146056471756,0.08669333931528486,0.3829,0.14170000000000002,1.0
A0_50_50,H1-2.00-REJ,1.0,iid,0.25,0.5,0.16564273391502216,0.018883663254522304,0.023270601701571653,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,iid,0.5,0.75,0.18840150126379407,0.0185670497833094,0.02277954365489933,0.0005,0.0,0.0
A0_50_50,H1-2.00-REJ,1.0,iid,0.75,1.0,0.21414463637948844,0.018349219661883076,0.02229751498206735,0.0045000000000000005,0.0,1.0
A0_50_50,H1-2.00-REJ,1.0,iid,1.0,1.5,0.5189847141383905,0.03581012209538589,0.043181426772853276,0.095,0.0005,0.0
A0_50_50,H1-2.00-REJ,1.0,iid,1.5,2.0,0.6674189995822504,0.03469696784452175,0.04135150570489074,0.3345,0.0015,1.0
A0_50_50,H1-2.00-REJ,1.0,iid,2.0,3.0,1.9467766720584345,0.06621572668953646,0.07749086774680827,0.527,0.0775,0.0
A0_50_50,H1-2.00-REJ,0.75,block,0.25,0.5,0.07839517284421238,0.0268319697042034,0.03319146284228773,0.0001,0.0,0.0
A0_50_50,H1-2.00-REJ,0.75,block,0.5,0.75,0.08342779858592786,0.026286671862959472,0.032229396369064314,0.0095,0.0,1.0
A0_50_50,H1-2.00-REJ,0.75,block,0.75,1.0,0.08876380822185059,0.02560427256952659,0.031243547749813916,0.06330000000000001,0.0001,0.0
A0_50_50,H1-2.00-REJ,0.75,block,1.0,1.5,0.19460695578846365,0.04991398056836943,0.05970506525130989,0.37279999999999996,0.0066,2.0
A0_50_50,H1-2.00-REJ,0.75,block,1.5,2.0,0.21951901203108415,0.04754590223161942,0.056425742643193916,0.41800000000000004,0.0511,0.0
A0_50_50,H1-2.00-REJ,0.75,block,2.0,3.0,0.5239548926102788,0.08935468972831573,0.10352402877051273,0.13569999999999993,0.3356,2.0
A0_50_50,H1-2.00-REJ,0.75,episode,0.25,0.5,0.0781728894720699,0.026721720974288987,0.033044235153830565,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.75,episode,0.5,0.75,0.08319119357454419,0.026168204235442534,0.03209545422189432,0.0097,0.0,0.0
A0_50_50,H1-2.00-REJ,0.75,episode,0.75,1.0,0.08848840355144894,0.02555710595513644,0.03129134284988064,0.0648,0.0,1.0
A0_50_50,H1-2.00-REJ,0.75,episode,1.0,1.5,0.1937469535235088,0.049660577502250905,0.060227381900935434,0.3857,0.0059,1.0
A0_50_50,H1-2.00-REJ,0.75,episode,1.5,2.0,0.21832205529080828,0.047310308246363536,0.0566269516808271,0.3866,0.0491,1.0
A0_50_50,H1-2.00-REJ,0.75,episode,2.0,3.0,0.5208308244844804,0.0886272989514039,0.1032767545306486,0.1512,0.3533,2.0
A0_50_50,H1-2.00-REJ,0.75,iid,0.25,0.5,0.07900198339226017,0.023972960719439097,0.029472526627375106,0.0,0.0,1.0
A0_50_50,H1-2.00-REJ,0.75,iid,0.5,0.75,0.084117481632347,0.023555760171828387,0.02875390217482808,0.0025,0.0,0.0
A0_50_50,H1-2.00-REJ,0.75,iid,0.75,1.0,0.08963958720644671,0.02314074413256828,0.02804643759528598,0.032,0.0,0.0
A0_50_50,H1-2.00-REJ,0.75,iid,1.0,1.5,0.19658596057199107,0.045042983235546535,0.05366540253054318,0.281,0.0015,1.0
A0_50_50,H1-2.00-REJ,0.75,iid,1.5,2.0,0.22209211259139383,0.0433423347837463,0.050787709881741444,0.43200000000000005,0.024499999999999997,1.0
A0_50_50,H1-2.00-REJ,0.75,iid,2.0,3.0,0.532737902782651,0.08081041824556157,0.09680255299857168,0.24749999999999994,0.24000000000000002,1.0
A0_50_50,H1-2.00-REJ,0.5,block,0.25,0.5,0.006541750838402471,0.060686531018687095,0.07509837853233801,0.1416,0.0009,3.0
A0_50_50,H1-2.00-REJ,0.5,block,0.5,0.75,0.0061874513677399046,0.057481366284794194,0.06988702974837671,0.2975,0.0258,3.0
A0_50_50,H1-2.00-REJ,0.5,block,0.75,1.0,0.005860984129216762,0.054080116168195025,0.0649271845517918,0.2747,0.0927,4.0
A0_50_50,H1-2.00-REJ,0.5,block,1.0,1.5,0.010673949569849017,0.09926736871131692,0.11508483068904446,0.23829999999999996,0.2848,6.0
A0_50_50,H1-2.00-REJ,0.5,block,1.5,2.0,0.009191363606119163,0.0878281138308522,0.09864533961565514,0.04360000000000008,0.2781,5.0
A0_50_50,H1-2.00-REJ,0.5,block,2.0,3.0,0.013960812601525041,0.1465525322235428,0.15517702865251626,0.0032999999999999696,0.2612,13.0
A0_50_50,H1-2.00-REJ,0.5,episode,0.25,0.5,0.006266345821451691,0.058773824700678046,0.07239777054101589,0.1303,0.0003,3.0
A0_50_50,H1-2.00-REJ,0.5,episode,0.5,0.75,0.005889211154810892,0.05553667238949371,0.0673283164852767,0.2962,0.0203,3.0
A0_50_50,H1-2.00-REJ,0.5,episode,0.75,1.0,0.005559890085870656,0.052573370639774186,0.06275087426587789,0.27259999999999995,0.0889,3.0
A0_50_50,H1-2.00-REJ,0.5,episode,1.0,1.5,0.010061858298148652,0.09671766275508942,0.11242301232398133,0.25680000000000003,0.2821,7.0
A0_50_50,H1-2.00-REJ,0.5,episode,1.5,2.0,0.008597777098018344,0.0872184997197405,0.09661241841808371,0.03849999999999998,0.27699999999999997,6.0
A0_50_50,H1-2.00-REJ,0.5,episode,2.0,3.0,0.0125119052338033,0.14621596122691677,0.15377298862580535,0.0046000000000000485,0.2785000000000001,12.0
A0_50_50,H1-2.00-REJ,0.5,iid,0.25,0.5,0.00727326356932867,0.05539883011267326,0.0669397151494658,0.086,0.0005,4.5
A0_50_50,H1-2.00-REJ,0.5,iid,0.5,0.75,0.006955685193522632,0.053008434866832196,0.06316804760097341,0.26449999999999996,0.011,3.5
A0_50_50,H1-2.00-REJ,0.5,iid,0.75,1.0,0.006641476480849118,0.05039773713369952,0.059450615219533015,0.28350000000000003,0.059,3.0
A0_50_50,H1-2.00-REJ,0.5,iid,1.0,1.5,0.012202363111201375,0.09331417167351189,0.108200888018668,0.28900000000000003,0.2445,6.5
A0_50_50,H1-2.00-REJ,0.5,iid,1.5,2.0,0.010740264147758527,0.0850807745556652,0.09386491511312933,0.06999999999999995,0.284,4.5
A0_50_50,H1-2.00-REJ,0.5,iid,2.0,3.0,0.01701874629039879,0.1425073148423971,0.15119509622751104,0.006000000000000005,0.30900000000000005,12.5
A0_50_50,H1-2.00-REJ,0.25,block,0.25,0.5,-0.05298419022398704,0.15790436372739827,0.16802749078631718,0.014900000000000024,0.9410000000000001,0.0
A0_50_50,H1-2.00-REJ,0.25,block,0.5,0.75,-0.05023982879227451,0.12734313268690833,0.1325921445598317,0.0,0.02510000000000001,0.0
A0_50_50,H1-2.00-REJ,0.25,block,0.75,1.0,-0.047615530150285634,0.10260802791634238,0.10453763104315084,0.0,0.00039999999999995595,0.0
A0_50_50,H1-2.00-REJ,0.25,block,1.0,1.5,-0.08787066887161044,0.1490651380001048,0.1471952231267235,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,block,1.5,2.0,-0.07881234078917349,0.09632501456945364,0.09107934860592515,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,block,2.0,3.0,-0.1337896821796109,0.10176127592165529,0.09047552043867046,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,episode,0.25,0.5,-0.05318108403025168,0.15667749223655805,0.16658590815327104,0.012800000000000034,0.9498,0.0
A0_50_50,H1-2.00-REJ,0.25,episode,0.5,0.75,-0.05039921349224635,0.12666820687183705,0.1318687603728807,0.0,0.022299999999999986,0.0
A0_50_50,H1-2.00-REJ,0.25,episode,0.75,1.0,-0.04777936242268449,0.10236752076325961,0.10429735006282215,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,episode,1.0,1.5,-0.0881160787014243,0.149250708451793,0.1474943170691685,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,episode,1.5,2.0,-0.0790032216869942,0.09696122321497869,0.09179672703395059,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,episode,2.0,3.0,-0.13398844681459898,0.10311891652223559,0.0921305843107526,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,iid,0.25,0.5,-0.05261899410234622,0.15478864069622997,0.1629600910148517,0.009499999999999953,0.964,0.0
A0_50_50,H1-2.00-REJ,0.25,iid,0.5,0.75,-0.04992050551826821,0.1256333470588622,0.13004626012229753,0.0,0.017000000000000015,0.0
A0_50_50,H1-2.00-REJ,0.25,iid,0.75,1.0,-0.047349933057173055,0.10188401315603307,0.10368766292036224,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,iid,1.0,1.5,-0.087425596368844,0.14943133967848587,0.1483355815927324,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,iid,1.5,2.0,-0.07842918262062826,0.09779101129537393,0.09380006734671686,0.0,0.0,0.0
A0_50_50,H1-2.00-REJ,0.25,iid,2.0,3.0,-0.13340005714538972,0.10520603392705719,0.09619848284995236,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,block,0.25,0.5,0.16503860557695937,0.019612273539200607,0.023599233313537357,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,block,0.5,0.75,0.18765657286755866,0.019307348546776237,0.023167046079859123,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,block,0.75,1.0,0.2130982853401906,0.01904667910073783,0.022729803569383936,0.0045,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,block,1.0,1.5,0.5160662033114479,0.03727746474344473,0.04412469308901612,0.1251,0.0,1.0
A0_50_50,H1-3.00-REJ,1.0,block,1.5,2.0,0.6627443850659394,0.0361156634752189,0.0427189707203974,0.37800000000000006,0.0025,0.0
A0_50_50,H1-3.00-REJ,1.0,block,2.0,3.0,1.9312927439827166,0.06887068356607431,0.08145152590892774,0.4846999999999999,0.1006,1.0
A0_50_50,H1-3.00-REJ,1.0,episode,0.25,0.5,0.16462659950694636,0.020917720571064398,0.025572747508387672,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,episode,0.5,0.75,0.18711169051547494,0.020549277528633052,0.02503756629696715,0.0007,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,episode,0.75,1.0,0.21247988689597763,0.020239162704559346,0.024524778220715346,0.011000000000000001,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,episode,1.0,1.5,0.5144868879924666,0.03942256302120013,0.047538723584903686,0.17370000000000002,0.0004,0.0
A0_50_50,H1-3.00-REJ,1.0,episode,1.5,2.0,0.6600637836242171,0.03831790443362322,0.04565395550012838,0.41879999999999995,0.008,1.0
A0_50_50,H1-3.00-REJ,1.0,episode,2.0,3.0,1.9212003943818334,0.0728146056471756,0.08669333931528486,0.3829,0.14170000000000002,1.0
A0_50_50,H1-3.00-REJ,1.0,iid,0.25,0.5,0.16564273391502216,0.018883663254522304,0.023270601701571653,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,iid,0.5,0.75,0.18840150126379407,0.0185670497833094,0.02277954365489933,0.0005,0.0,0.0
A0_50_50,H1-3.00-REJ,1.0,iid,0.75,1.0,0.21414463637948844,0.018349219661883076,0.02229751498206735,0.0045000000000000005,0.0,1.0
A0_50_50,H1-3.00-REJ,1.0,iid,1.0,1.5,0.5189847141383905,0.03581012209538589,0.043181426772853276,0.095,0.0005,0.0
A0_50_50,H1-3.00-REJ,1.0,iid,1.5,2.0,0.6674189995822504,0.03469696784452175,0.04135150570489074,0.3345,0.0015,1.0
A0_50_50,H1-3.00-REJ,1.0,iid,2.0,3.0,1.9467766720584345,0.06621572668953646,0.07749086774680827,0.527,0.0775,0.0
A0_50_50,H1-3.00-REJ,0.75,block,0.25,0.5,0.07839517284421238,0.0268319697042034,0.03319146284228773,0.0001,0.0,0.0
A0_50_50,H1-3.00-REJ,0.75,block,0.5,0.75,0.08342779858592786,0.026286671862959472,0.032229396369064314,0.0095,0.0,1.0
A0_50_50,H1-3.00-REJ,0.75,block,0.75,1.0,0.08876380822185059,0.02560427256952659,0.031243547749813916,0.06330000000000001,0.0001,0.0
A0_50_50,H1-3.00-REJ,0.75,block,1.0,1.5,0.19460695578846365,0.04991398056836943,0.05970506525130989,0.37279999999999996,0.0066,2.0
A0_50_50,H1-3.00-REJ,0.75,block,1.5,2.0,0.21951901203108415,0.04754590223161942,0.056425742643193916,0.41800000000000004,0.0511,0.0
A0_50_50,H1-3.00-REJ,0.75,block,2.0,3.0,0.5239548926102788,0.08935468972831573,0.10352402877051273,0.13569999999999993,0.3356,2.0
A0_50_50,H1-3.00-REJ,0.75,episode,0.25,0.5,0.0781728894720699,0.026721720974288987,0.033044235153830565,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.75,episode,0.5,0.75,0.08319119357454419,0.026168204235442534,0.03209545422189432,0.0097,0.0,0.0
A0_50_50,H1-3.00-REJ,0.75,episode,0.75,1.0,0.08848840355144894,0.02555710595513644,0.03129134284988064,0.0648,0.0,1.0
A0_50_50,H1-3.00-REJ,0.75,episode,1.0,1.5,0.1937469535235088,0.049660577502250905,0.060227381900935434,0.3857,0.0059,1.0
A0_50_50,H1-3.00-REJ,0.75,episode,1.5,2.0,0.21832205529080828,0.047310308246363536,0.0566269516808271,0.3866,0.0491,1.0
A0_50_50,H1-3.00-REJ,0.75,episode,2.0,3.0,0.5208308244844804,0.0886272989514039,0.1032767545306486,0.1512,0.3533,2.0
A0_50_50,H1-3.00-REJ,0.75,iid,0.25,0.5,0.07900198339226017,0.023972960719439097,0.029472526627375106,0.0,0.0,1.0
A0_50_50,H1-3.00-REJ,0.75,iid,0.5,0.75,0.084117481632347,0.023555760171828387,0.02875390217482808,0.0025,0.0,0.0
A0_50_50,H1-3.00-REJ,0.75,iid,0.75,1.0,0.08963958720644671,0.02314074413256828,0.02804643759528598,0.032,0.0,0.0
A0_50_50,H1-3.00-REJ,0.75,iid,1.0,1.5,0.19658596057199107,0.045042983235546535,0.05366540253054318,0.281,0.0015,1.0
A0_50_50,H1-3.00-REJ,0.75,iid,1.5,2.0,0.22209211259139383,0.0433423347837463,0.050787709881741444,0.43200000000000005,0.024499999999999997,1.0
A0_50_50,H1-3.00-REJ,0.75,iid,2.0,3.0,0.532737902782651,0.08081041824556157,0.09680255299857168,0.24749999999999994,0.24000000000000002,1.0
A0_50_50,H1-3.00-REJ,0.5,block,0.25,0.5,0.006541750838402471,0.060686531018687095,0.07509837853233801,0.1416,0.0009,3.0
A0_50_50,H1-3.00-REJ,0.5,block,0.5,0.75,0.0061874513677399046,0.057481366284794194,0.06988702974837671,0.2975,0.0258,3.0
A0_50_50,H1-3.00-REJ,0.5,block,0.75,1.0,0.005860984129216762,0.054080116168195025,0.0649271845517918,0.2747,0.0927,4.0
A0_50_50,H1-3.00-REJ,0.5,block,1.0,1.5,0.010673949569849017,0.09926736871131692,0.11508483068904446,0.23829999999999996,0.2848,6.0
A0_50_50,H1-3.00-REJ,0.5,block,1.5,2.0,0.009191363606119163,0.0878281138308522,0.09864533961565514,0.04360000000000008,0.2781,5.0
A0_50_50,H1-3.00-REJ,0.5,block,2.0,3.0,0.013960812601525041,0.1465525322235428,0.15517702865251626,0.0032999999999999696,0.2612,13.0
A0_50_50,H1-3.00-REJ,0.5,episode,0.25,0.5,0.006266345821451691,0.058773824700678046,0.07239777054101589,0.1303,0.0003,3.0
A0_50_50,H1-3.00-REJ,0.5,episode,0.5,0.75,0.005889211154810892,0.05553667238949371,0.0673283164852767,0.2962,0.0203,3.0
A0_50_50,H1-3.00-REJ,0.5,episode,0.75,1.0,0.005559890085870656,0.052573370639774186,0.06275087426587789,0.27259999999999995,0.0889,3.0
A0_50_50,H1-3.00-REJ,0.5,episode,1.0,1.5,0.010061858298148652,0.09671766275508942,0.11242301232398133,0.25680000000000003,0.2821,7.0
A0_50_50,H1-3.00-REJ,0.5,episode,1.5,2.0,0.008597777098018344,0.0872184997197405,0.09661241841808371,0.03849999999999998,0.27699999999999997,6.0
A0_50_50,H1-3.00-REJ,0.5,episode,2.0,3.0,0.0125119052338033,0.14621596122691677,0.15377298862580535,0.0046000000000000485,0.2785000000000001,12.0
A0_50_50,H1-3.00-REJ,0.5,iid,0.25,0.5,0.00727326356932867,0.05539883011267326,0.0669397151494658,0.086,0.0005,4.5
A0_50_50,H1-3.00-REJ,0.5,iid,0.5,0.75,0.006955685193522632,0.053008434866832196,0.06316804760097341,0.26449999999999996,0.011,3.5
A0_50_50,H1-3.00-REJ,0.5,iid,0.75,1.0,0.006641476480849118,0.05039773713369952,0.059450615219533015,0.28350000000000003,0.059,3.0
A0_50_50,H1-3.00-REJ,0.5,iid,1.0,1.5,0.012202363111201375,0.09331417167351189,0.108200888018668,0.28900000000000003,0.2445,6.5
A0_50_50,H1-3.00-REJ,0.5,iid,1.5,2.0,0.010740264147758527,0.0850807745556652,0.09386491511312933,0.06999999999999995,0.284,4.5
A0_50_50,H1-3.00-REJ,0.5,iid,2.0,3.0,0.01701874629039879,0.1425073148423971,0.15119509622751104,0.006000000000000005,0.30900000000000005,12.5
A0_50_50,H1-3.00-REJ,0.25,block,0.25,0.5,-0.05298419022398704,0.15790436372739827,0.16802749078631718,0.014900000000000024,0.9410000000000001,0.0
A0_50_50,H1-3.00-REJ,0.25,block,0.5,0.75,-0.05023982879227451,0.12734313268690833,0.1325921445598317,0.0,0.02510000000000001,0.0
A0_50_50,H1-3.00-REJ,0.25,block,0.75,1.0,-0.047615530150285634,0.10260802791634238,0.10453763104315084,0.0,0.00039999999999995595,0.0
A0_50_50,H1-3.00-REJ,0.25,block,1.0,1.5,-0.08787066887161044,0.1490651380001048,0.1471952231267235,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,block,1.5,2.0,-0.07881234078917349,0.09632501456945364,0.09107934860592515,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,block,2.0,3.0,-0.1337896821796109,0.10176127592165529,0.09047552043867046,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,episode,0.25,0.5,-0.05318108403025168,0.15667749223655805,0.16658590815327104,0.012800000000000034,0.9498,0.0
A0_50_50,H1-3.00-REJ,0.25,episode,0.5,0.75,-0.05039921349224635,0.12666820687183705,0.1318687603728807,0.0,0.022299999999999986,0.0
A0_50_50,H1-3.00-REJ,0.25,episode,0.75,1.0,-0.04777936242268449,0.10236752076325961,0.10429735006282215,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,episode,1.0,1.5,-0.0881160787014243,0.149250708451793,0.1474943170691685,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,episode,1.5,2.0,-0.0790032216869942,0.09696122321497869,0.09179672703395059,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,episode,2.0,3.0,-0.13398844681459898,0.10311891652223559,0.0921305843107526,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,iid,0.25,0.5,-0.05261899410234622,0.15478864069622997,0.1629600910148517,0.009499999999999953,0.964,0.0
A0_50_50,H1-3.00-REJ,0.25,iid,0.5,0.75,-0.04992050551826821,0.1256333470588622,0.13004626012229753,0.0,0.017000000000000015,0.0
A0_50_50,H1-3.00-REJ,0.25,iid,0.75,1.0,-0.047349933057173055,0.10188401315603307,0.10368766292036224,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,iid,1.0,1.5,-0.087425596368844,0.14943133967848587,0.1483355815927324,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,iid,1.5,2.0,-0.07842918262062826,0.09779101129537393,0.09380006734671686,0.0,0.0,0.0
A0_50_50,H1-3.00-REJ,0.25,iid,2.0,3.0,-0.13340005714538972,0.10520603392705719,0.09619848284995236,0.0,0.0,0.0
A1_70_30,H0,1.0,block,0.25,0.5,0.17231379847939288,0.02405053053708052,0.02872812868061595,0.0,0.0,0.0
A1_70_30,H0,1.0,block,0.5,0.75,0.19672467620618228,0.02359186847291364,0.027926863392830792,0.0023,0.0,0.0
A1_70_30,H0,1.0,block,0.75,1.0,0.22434998674990203,0.02315870903799519,0.027381466284679676,0.033,0.0,1.0
A1_70_30,H0,1.0,block,1.0,1.5,0.5467579594059757,0.045157949265573316,0.05292104468146583,0.3034,0.0013,0.0
A1_70_30,H0,1.0,block,1.5,2.0,0.7072623447625186,0.04359946249187094,0.05038681583298518,0.529,0.024300000000000002,1.0
A1_70_30,H0,1.0,block,2.0,3.0,2.0810001462949215,0.08177215967573634,0.09422726520598507,0.1279,0.2525,0.0
A1_70_30,H0,1.0,episode,0.25,0.5,0.17180418236418715,0.02319335776686896,0.028388492637340425,0.0,0.0,0.0
A1_70_30,H0,1.0,episode,0.5,0.75,0.19599427669675162,0.022789443709512795,0.02780410606634634,0.0019,0.0,0.0
A1_70_30,H0,1.0,episode,0.75,1.0,0.22341955670960012,0.022306130724100343,0.027203723890613124,0.024,0.0,1.0
A1_70_30,H0,1.0,episode,1.0,1.5,0.5439809483602835,0.04352940029021379,0.05229549508513964,0.2722,0.0009,0.0
A1_70_30,H0,1.0,episode,1.5,2.0,0.7016763979939327,0.04194440181157813,0.04995542245288179,0.44850000000000007,0.0166,1.0
